tradedate,instrumentsymbol,midprice
2025-03-19,HKDJPY,19.13453
2025-03-19,HKDZAR,2.3322189
2025-03-19,INRJPY,1.7170425
2025-03-19,KCFUSD,386.765
2025-03-19,LAUHKD,28779.304
2025-03-19,MXNJPY,7.4062073
2025-03-19,NOKJPY,14.07637
2025-03-19,NOKSEK,0.9560697
2025-03-19,NZDCAD,0.8331229
2025-03-19,NZDCHF,0.5103799
2025-03-19,NZDCNH,4.2051419
2025-03-19,NZDHUF,212.54415
2025-03-19,NZDJPY,86.46831
2025-03-19,NZDSEK,5.8729434
2025-03-19,NZDSGD,0.7738233
2025-03-19,NZDUSD,0.58154
2025-03-19,NZDZAR,10.5392203
2025-03-19,PLNJPY,38.7129
2025-03-19,SEKJPY,14.72316
2025-03-19,SGDJPY,111.74167
2025-03-19,TRYJPY,3.9253
2025-03-19,UKOUSD,70.571
2025-03-19,USDBRL,5.680245
2025-03-19,USDCAD,1.432615
2025-03-19,USDCHF,0.877635
2025-03-19,USDCLP,917.25
2025-03-19,USDCNH,7.231045
2025-03-19,USDCOP,4175.75
2025-03-19,USDCZK,22.92005
2025-03-19,USDDKK,6.84165
2025-03-19,USDGHS,15.5895
2025-03-19,USDHKD,7.77069
2025-03-19,USDHUF,365.485
2025-03-19,USDIDR,16561.5
2025-03-19,USDILS,3.6553
2025-03-19,USDINR,86.5957
2025-03-19,USDJPY,148.6885
2025-03-19,USDKES,129.35
2025-03-19,USDKRW,1456.54
2025-03-19,USDMXN,20.0762
2025-03-19,USDMYR,4.4174
2025-03-19,USDNOK,10.562985
2025-03-19,USDPHP,57.1735
2025-03-19,USDPLN,3.8408
2025-03-19,USDRON,4.564785
2025-03-19,USDRUB,84.033745
2025-03-19,USDSAR,3.75086
2025-03-19,USDSEK,10.09895
2025-03-19,USDSGD,1.330645
2025-03-19,USDTHB,33.6
2025-03-19,USDTRY,37.8795
2025-03-19,USDTWD,32.9475
2025-03-19,USDUGX,3666.0
2025-03-19,USDZAR,18.12295
2025-03-19,USDZMW,28.85
2025-03-19,USOUSD,67.021
2025-03-19,USTUSD,0.99999
2025-03-19,XAGEUR,31.000041
2025-03-19,XAGSGD,44.9751
2025-03-19,XAGUSD,33.7995
2025-03-19,XALUSD,2672.9
2025-03-19,XAUAUD,4793.6044
2025-03-19,XAUCNH,22036.6819
2025-03-19,XAUEUR,2795.09862
2025-03-19,XAUGBP,2343.6706
2025-03-19,XAUHKD,23681.255
2025-03-19,XAUJPY,453129.6906
2025-03-19,XAUSGD,4055.1539
2025-03-19,XAUTHB,102396.336
2025-03-19,XAUTRY,115438.15505
2025-03-19,XAUUSD,3047.51
2025-03-19,XCUUSD,10001.15
2025-03-19,XNGUSD,4.2755
2025-03-19,XNIUSD,16408.25
2025-03-19,XPBUSD,2088.9
2025-03-19,XPDUSD,960.95
2025-03-19,XPTUSD,997.81
2025-03-19,XZNUSD,2927.875
2025-03-19,ZARJPY,8.20443
2025-03-19,ZARMXN,1.1077777
2025-03-19,ZCFUSD,465.15
2025-03-19,ZSFUSD,1013.8
2025-03-19,ZWFUSD,570.7
2025-03-20,AUDCAD,0.9029494
2025-03-20,AUDCHF,0.5557967
2025-03-20,AUDCNH,4.5701191
2025-03-20,AUDDKK,4.3319804
2025-03-20,AUDHUF,231.44251
2025-03-20,AUDJPY,93.76972
2025-03-20,AUDNOK,6.6522352
2025-03-20,AUDNZD,1.0950523
2025-03-20,AUDPLN,2.4357129
2025-03-20,AUDSEK,6.3856164
2025-03-20,AUDSGD,0.8422961
2025-03-20,AUDUSD,0.63023
2025-03-20,AUDZAR,11.4588103
2025-03-20,BWPUSD,0.0734
2025-03-20,CADCHF,0.6155347
2025-03-20,CADJPY,103.84825
2025-03-20,CADMXN,14.063885
2025-03-20,CADSGD,0.9328275
2025-03-20,CADZAR,12.6904232
2025-03-20,CCFUSD,8096.65
2025-03-20,CHFDKK,7.7941818
2025-03-20,CHFHUF,416.41579
2025-03-20,CHFJPY,168.71226
2025-03-20,CHFNOK,11.9688285
2025-03-20,CHFPLN,4.3823811
2025-03-20,CHFSEK,11.4891229
2025-03-20,CHFSGD,1.5154752
2025-03-20,CHFZAR,20.6169102
2025-03-20,CNHJPY,20.518
2025-03-20,EURAUD,1.7218952
2025-03-20,EURCAD,1.5547843
2025-03-20,EURCHF,0.9570236
2025-03-20,EURCNH,7.8692661
2025-03-20,EURCZK,25.010482
2025-03-20,EURDKK,7.4592162
2025-03-20,EURGBP,0.836915
2025-03-20,EURHKD,8.4348563
2025-03-20,EURHUF,398.51975
2025-03-20,EURILS,3.9893212
2025-03-20,EURJPY,161.46162
2025-03-20,EURMXN,21.8663072
2025-03-20,EURNOK,11.4544517
2025-03-20,EURNZD,1.8855654
2025-03-20,EURPLN,4.1940423
2025-03-20,EURRUB,92.1597607
2025-03-20,EURSEK,10.9953621
2025-03-20,EURSGD,1.4503456
2025-03-20,EURTRY,40.9987495
2025-03-20,EURUSD,1.08519
2025-03-20,EURZAR,19.7308703
2025-03-20,FAUUSD,3044.86
2025-03-20,GAGUSD,1.0795
2025-03-20,GAUCNH,709.8715
2025-03-20,GAUUSD,97.8883
2025-03-20,GBPAUD,2.0574314
2025-03-20,GBPCAD,1.8577565
2025-03-20,GBPCHF,1.1435136
2025-03-20,GBPCNH,9.4027067
2025-03-20,GBPCZK,29.8841375
2025-03-20,GBPDKK,8.9127526
2025-03-20,GBPHKD,10.0785103
2025-03-20,GBPHUF,476.1771
2025-03-20,GBPJPY,192.92476
2025-03-20,GBPMXN,26.1272741
2025-03-20,GBPNOK,13.6865177
2025-03-20,GBPNZD,2.2529951
2025-03-20,GBPPLN,5.0113122
2025-03-20,GBPSEK,13.1379678
2025-03-20,GBPSGD,1.7329664
2025-03-20,GBPTRY,48.9879501
2025-03-20,GBPUSD,1.296655
2025-03-20,GBPZAR,23.5757164
2025-03-20,HKDCNH,0.9329461
2025-03-20,HKDJPY,19.14219
2025-03-20,HKDZAR,2.3392065
2025-03-20,INRJPY,1.7176367
2025-03-20,KCFUSD,388.125
2025-03-20,LAUHKD,28761.244
2025-03-20,MXNJPY,7.384037
2025-03-20,NOKJPY,14.09597
2025-03-20,NOKSEK,0.9599204
2025-03-20,NZDCAD,0.8245719
2025-03-20,NZDCHF,0.5075526
2025-03-20,NZDCNH,4.1734253
2025-03-20,NZDHUF,211.35292
2025-03-20,NZDJPY,85.63035
2025-03-20,NZDSEK,5.8313344
2025-03-20,NZDSGD,0.7691834
2025-03-20,NZDUSD,0.575525
2025-03-20,NZDZAR,10.4641668
2025-03-20,PLNJPY,38.49785
2025-03-20,SEKJPY,14.68452
2025-03-20,SGDJPY,111.32631
2025-03-20,TRYJPY,3.93821
2025-03-20,UKOUSD,71.844
2025-03-20,USDBRL,5.712785
2025-03-20,USDCAD,1.43273
2025-03-20,USDCHF,0.881895
2025-03-20,USDCLP,928.295
2025-03-20,USDCNH,7.25151
2025-03-20,USDCOP,4191.95
2025-03-20,USDCZK,23.0471
2025-03-20,USDDKK,6.87365
2025-03-20,USDGHS,15.5895
2025-03-20,USDHKD,7.7727
2025-03-20,USDHUF,367.235
2025-03-20,USDIDR,16517.0
2025-03-20,USDILS,3.67615
2025-03-20,USDINR,86.6228
2025-03-20,USDJPY,148.7865
2025-03-20,USDKES,129.4
2025-03-20,USDKRW,1464.015
2025-03-20,USDMXN,20.14975
2025-03-20,USDMYR,4.4235
2025-03-20,USDNOK,10.55525
2025-03-20,USDPHP,57.2235
2025-03-20,USDPLN,3.8648
2025-03-20,USDRON,4.58793
2025-03-20,USDRUB,84.925
2025-03-20,USDSAR,3.75113
2025-03-20,USDSEK,10.1322
2025-03-20,USDSGD,1.33649
2025-03-20,USDTHB,33.7425
2025-03-20,USDTRY,37.78025
2025-03-20,USDTWD,32.954
2025-03-20,USDUGX,3665.0
2025-03-20,USDZAR,18.18195
2025-03-20,USDZMW,28.85
2025-03-20,USOUSD,68.3235
2025-03-20,USTUSD,0.99999
2025-03-20,XAGEUR,30.933293
2025-03-20,XAGSGD,44.864
2025-03-20,XAGUSD,33.5685
2025-03-20,XALUSD,2658.95
2025-03-20,XAUAUD,4831.2679
2025-03-20,XAUCNH,22079.4702
2025-03-20,XAUEUR,2805.78516
2025-03-20,XAUGBP,2348.2036
2025-03-20,XAUHKD,23666.395
2025-03-20,XAUJPY,453026.6231
2025-03-20,XAUSGD,4069.3581
2025-03-20,XAUTHB,102739.5014
2025-03-20,XAUTRY,115033.683
2025-03-20,XAUUSD,3044.81
2025-03-20,XCUUSD,9917.175
2025-03-20,XNGUSD,4.0285
2025-03-20,XNIUSD,16247.75
2025-03-20,XPBUSD,2053.175
2025-03-20,XPDUSD,954.7
2025-03-20,XPTUSD,991.655
2025-03-20,XZNUSD,2919.975
2025-03-20,ZARJPY,8.1832
2025-03-20,ZARMXN,1.1082282
2025-03-20,ZCFUSD,470.5
2025-03-20,ZSFUSD,1018.95
2025-03-20,ZWFUSD,563.3
2025-03-21,AUDCAD,0.8997779
2025-03-21,AUDCHF,0.5532854
2025-03-21,AUDCNH,4.55149
2025-03-21,AUDDKK,4.3252843
2025-03-21,AUDHUF,230.71486
2025-03-21,AUDJPY,93.64368
2025-03-21,AUDNOK,6.6142147
2025-03-21,AUDNZD,1.0929989
2025-03-21,AUDPLN,2.4319161
2025-03-21,AUDSEK,6.3614499
2025-03-21,AUDSGD,0.8382721
2025-03-21,AUDUSD,0.62713
2025-03-21,AUDZAR,11.4301341
2025-03-21,BWPUSD,0.0733
2025-03-21,CADCHF,0.6149133
2025-03-21,CADJPY,104.07421
2025-03-21,CADMXN,14.1024426
2025-03-21,CADSGD,0.9316434
2025-03-21,CADZAR,12.7032838
2025-03-21,CCFUSD,7870.45
2025-03-21,CHFDKK,7.8174554
2025-03-21,CHFHUF,416.99065
2025-03-21,CHFJPY,169.25021
2025-03-21,CHFNOK,11.9544347
2025-03-21,CHFPLN,4.3954095
2025-03-21,CHFSEK,11.4975914
2025-03-21,CHFSGD,1.5150808
2025-03-21,CHFZAR,20.6586568
2025-03-21,CNHJPY,20.57429
2025-03-21,EURAUD,1.7247939
2025-03-21,EURCAD,1.5519314
2025-03-21,EURCHF,0.9543034
2025-03-21,EURCNH,7.8503823
2025-03-21,EURCZK,24.996312
2025-03-21,EURDKK,7.4602239
2025-03-21,EURGBP,0.8371832
2025-03-21,EURHKD,8.4082698
2025-03-21,EURHUF,397.93558
2025-03-21,EURILS,4.0102915
2025-03-21,EURJPY,161.51605
2025-03-21,EURMXN,21.886024
2025-03-21,EURNOK,11.4081572
2025-03-21,EURNZD,1.8851979
2025-03-21,EURPLN,4.194554
2025-03-21,EURRUB,90.8656938
2025-03-21,EURSEK,10.9721901
2025-03-21,EURSGD,1.4458467
2025-03-21,EURTRY,40.8765797
2025-03-21,EURUSD,1.08167
2025-03-21,EURZAR,19.7146256
2025-03-21,FAUUSD,3023.475
2025-03-21,GAGUSD,1.06195
2025-03-21,GAUCNH,705.4943
2025-03-21,GAUUSD,97.1906
2025-03-21,GBPAUD,2.0602347
2025-03-21,GBPCAD,1.8537537
2025-03-21,GBPCHF,1.1398979
2025-03-21,GBPCNH,9.3771378
2025-03-21,GBPCZK,29.8576368
2025-03-21,GBPDKK,8.9111008
2025-03-21,GBPHKD,10.0435242
2025-03-21,GBPHUF,475.32676
2025-03-21,GBPJPY,192.92796
2025-03-21,GBPMXN,26.1424548
2025-03-21,GBPNOK,13.6268347
2025-03-21,GBPNZD,2.2518344
2025-03-21,GBPPLN,5.0103179
2025-03-21,GBPSEK,13.10608
2025-03-21,GBPSGD,1.7270373
2025-03-21,GBPTRY,48.8263257
2025-03-21,GBPUSD,1.292035
2025-03-21,GBPZAR,23.5487591
2025-03-21,HKDCNH,0.9336501
2025-03-21,HKDJPY,19.20919
2025-03-21,HKDZAR,2.3446709
2025-03-21,INRJPY,1.7301266
2025-03-21,KCFUSD,386.33
2025-03-21,LAUHKD,28562.341
2025-03-21,MXNJPY,7.3798715
2025-03-21,NOKJPY,14.15794
2025-03-21,NOKSEK,0.9617846
2025-03-21,NZDCAD,0.8232194
2025-03-21,NZDCHF,0.5062086
2025-03-21,NZDCNH,4.1642218
2025-03-21,NZDHUF,211.08425
2025-03-21,NZDJPY,85.67591
2025-03-21,NZDSEK,5.8201794
2025-03-21,NZDSGD,0.7669469
2025-03-21,NZDUSD,0.57377
2025-03-21,NZDZAR,10.4575894
2025-03-21,PLNJPY,38.50613
2025-03-21,SEKJPY,14.72049
2025-03-21,SGDJPY,111.71036
2025-03-21,TRYJPY,3.95131
2025-03-21,UKOUSD,71.7
2025-03-21,USDBRL,5.75113
2025-03-21,USDCAD,1.434755
2025-03-21,USDCHF,0.88225
2025-03-21,USDCLP,932.145
2025-03-21,USDCNH,7.25765
2025-03-21,USDCOP,4165.37
2025-03-21,USDCZK,23.109
2025-03-21,USDDKK,6.89695
2025-03-21,USDGHS,15.5895
2025-03-21,USDHKD,7.773415
2025-03-21,USDHUF,367.89
2025-03-21,USDIDR,16542.15
2025-03-21,USDILS,3.7075
2025-03-21,USDINR,86.3064
2025-03-21,USDJPY,149.321
2025-03-21,USDKES,129.35
2025-03-21,USDKRW,1461.22
2025-03-21,USDMXN,20.23355
2025-03-21,USDMYR,4.40625
2025-03-21,USDNOK,10.5468
2025-03-21,USDPHP,57.465
2025-03-21,USDPLN,3.87785
2025-03-21,USDRON,4.60053
2025-03-21,USDRUB,84.005005
2025-03-21,USDSAR,3.75131
2025-03-21,USDSEK,10.14375
2025-03-21,USDSGD,1.33668
2025-03-21,USDTHB,33.903
2025-03-21,USDTRY,37.79025
2025-03-21,USDTWD,32.93
2025-03-21,USDUGX,3665.0
2025-03-21,USDZAR,18.2261
2025-03-21,USDZMW,28.85
2025-03-21,USOUSD,68.231
2025-03-21,USTUSD,0.999895
2025-03-21,XAGEUR,30.538427
2025-03-21,XAGSGD,44.1539
2025-03-21,XAGUSD,33.0325
2025-03-21,XALUSD,2627.2
2025-03-21,XAUAUD,4821.1296
2025-03-21,XAUCNH,21943.3233
2025-03-21,XAUEUR,2795.19169
2025-03-21,XAUGBP,2340.0875
2025-03-21,XAUHKD,23502.726
2025-03-21,XAUJPY,451468.3105
2025-03-21,XAUSGD,4041.4186
2025-03-21,XAUTHB,102504.8729
2025-03-21,XAUTRY,114257.87612
2025-03-21,XAUUSD,3023.475
2025-03-21,XCUUSD,9857.775
2025-03-21,XNGUSD,4.0075
2025-03-21,XNIUSD,16214.125
2025-03-21,XPBUSD,2028.95
2025-03-21,XPDUSD,959.9
2025-03-21,XPTUSD,982.7
2025-03-21,XZNUSD,2929.325
2025-03-21,ZARJPY,8.1927
2025-03-21,ZARMXN,1.1101415
2025-03-21,ZCFUSD,466.65
2025-03-21,ZSFUSD,1015.05
2025-03-21,ZWFUSD,565.4
2025-03-22,AUDCAD,0.8997779
2025-03-22,AUDCHF,0.5532854
2025-03-22,AUDCNH,4.55149
2025-03-22,AUDDKK,4.3252843
2025-03-22,AUDHUF,230.71486
2025-03-22,AUDJPY,93.64368
2025-03-22,AUDNOK,6.6142147
2025-03-22,AUDNZD,1.0929989
2025-03-22,AUDPLN,2.4319161
2025-03-22,AUDSEK,6.3614499
2025-03-22,AUDSGD,0.8382721
2025-03-22,AUDUSD,0.62713
2025-03-22,AUDZAR,11.4301341
2025-03-22,BWPUSD,0.0733
2025-03-22,CADCHF,0.6149133
2025-03-22,CADJPY,104.07421
2025-03-22,CADMXN,14.1024426
2025-03-22,CADSGD,0.9316434
2025-03-22,CADZAR,12.7032838
2025-03-22,CCFUSD,7870.45
2025-03-22,CHFDKK,7.8174554
2025-03-22,CHFHUF,416.99065
2025-03-22,CHFJPY,169.25021
2025-03-22,CHFNOK,11.9544347
2025-03-22,CHFPLN,4.3954095
2025-03-22,CHFSEK,11.4975914
2025-03-22,CHFSGD,1.5150808
2025-03-22,CHFZAR,20.6586568
2025-03-22,CNHJPY,20.57429
2025-03-22,EURAUD,1.7247939
2025-03-22,EURCAD,1.5519314
2025-03-22,EURCHF,0.9543034
2025-03-22,EURCNH,7.8503823
2025-03-22,EURCZK,24.996312
2025-03-22,EURDKK,7.4602239
2025-03-22,EURGBP,0.8371832
2025-03-22,EURHKD,8.4082698
2025-03-22,EURHUF,397.93558
2025-03-22,EURILS,4.0102915
2025-03-22,EURJPY,161.51605
2025-03-22,EURMXN,21.886024
2025-03-22,EURNOK,11.4081572
2025-03-22,EURNZD,1.8851979
2025-03-22,EURPLN,4.194554
2025-03-22,EURRUB,90.8656938
2025-03-22,EURSEK,10.9721901
2025-03-22,EURSGD,1.4458467
2025-03-22,EURTRY,40.8765797
2025-03-22,EURUSD,1.08167
2025-03-22,EURZAR,19.7146256
2025-03-22,FAUUSD,3023.475
2025-03-22,GAGUSD,1.06195
2025-03-22,GAUCNH,705.4943
2025-03-22,GAUUSD,97.1906
2025-03-22,GBPAUD,2.0602347
2025-03-22,GBPCAD,1.8537537
2025-03-22,GBPCHF,1.1398979
2025-03-22,GBPCNH,9.3771378
2025-03-22,GBPCZK,29.8576368
2025-03-22,GBPDKK,8.9111008
2025-03-22,GBPHKD,10.0435242
2025-03-22,GBPHUF,475.32676
2025-03-22,GBPJPY,192.92796
2025-03-22,GBPMXN,26.1424548
2025-03-22,GBPNOK,13.6268347
2025-03-22,GBPNZD,2.2518344
2025-03-22,GBPPLN,5.0103179
2025-03-22,GBPSEK,13.10608
2025-03-22,GBPSGD,1.7270373
2025-03-22,GBPTRY,48.8263257
2025-03-22,GBPUSD,1.292035
2025-03-22,GBPZAR,23.5487591
2025-03-22,HKDCNH,0.9336501
2025-03-22,HKDJPY,19.20919
2025-03-22,HKDZAR,2.3446709
2025-03-22,INRJPY,1.7301266
2025-03-22,KCFUSD,386.33
2025-03-22,LAUHKD,28562.341
2025-03-22,MXNJPY,7.3798715
2025-03-22,NOKJPY,14.15794
2025-03-22,NOKSEK,0.9617846
2025-03-22,NZDCAD,0.8232194
2025-03-22,NZDCHF,0.5062086
2025-03-22,NZDCNH,4.1642218
2025-03-22,NZDHUF,211.08425
2025-03-22,NZDJPY,85.67591
2025-03-22,NZDSEK,5.8201794
2025-03-22,NZDSGD,0.7669469
2025-03-22,NZDUSD,0.57377
2025-03-22,NZDZAR,10.4575894
2025-03-22,PLNJPY,38.50613
2025-03-22,SEKJPY,14.72049
2025-03-22,SGDJPY,111.71036
2025-03-22,TRYJPY,3.95131
2025-03-22,UKOUSD,71.7
2025-03-22,USDBRL,5.75113
2025-03-22,USDCAD,1.434755
2025-03-22,USDCHF,0.88225
2025-03-22,USDCLP,932.145
2025-03-22,USDCNH,7.25765
2025-03-22,USDCOP,4165.37
2025-03-22,USDCZK,23.109
2025-03-22,USDDKK,6.89695
2025-03-22,USDGHS,15.5895
2025-03-22,USDHKD,7.773415
2025-03-22,USDHUF,367.89
2025-03-22,USDIDR,16542.15
2025-03-22,USDILS,3.7075
2025-03-22,USDINR,86.3064
2025-03-22,USDJPY,149.321
2025-03-22,USDKES,129.35
2025-03-22,USDKRW,1461.22
2025-03-22,USDMXN,20.23355
2025-03-22,USDMYR,4.40625
2025-03-22,USDNOK,10.5468
2025-03-22,USDPHP,57.465
2025-03-22,USDPLN,3.87785
2025-03-22,USDRON,4.60053
2025-03-22,USDRUB,84.005005
2025-03-22,USDSAR,3.75131
2025-03-22,USDSEK,10.14375
2025-03-22,USDSGD,1.33668
2025-03-22,USDTHB,33.903
2025-03-22,USDTRY,37.79025
2025-03-22,USDTWD,32.93
2025-03-22,USDUGX,3665.0
2025-03-22,USDZAR,18.2261
2025-03-22,USDZMW,28.85
2025-03-22,USOUSD,68.231
2025-03-22,USTUSD,0.999895
2025-03-22,XAGEUR,30.538427
2025-03-22,XAGSGD,44.1539
2025-03-22,XAGUSD,33.0325
2025-03-22,XALUSD,2627.2
2025-03-22,XAUAUD,4821.1296
2025-03-22,XAUCNH,21943.3233
2025-03-22,XAUEUR,2795.19169
2025-03-22,XAUGBP,2340.0875
2025-03-22,XAUHKD,23502.726
2025-03-22,XAUJPY,451468.3105
2025-03-22,XAUSGD,4041.4186
2025-03-22,XAUTHB,102504.8729
2025-03-22,XAUTRY,114257.87612
2025-03-22,XAUUSD,3023.475
2025-03-22,XCUUSD,9857.775
2025-03-22,XNGUSD,4.0075
2025-03-22,XNIUSD,16214.125
2025-03-22,XPBUSD,2028.95
2025-03-22,XPDUSD,959.9
2025-03-22,XPTUSD,982.7
2025-03-22,XZNUSD,2929.325
2025-03-22,ZARJPY,8.1927
2025-03-22,ZARMXN,1.1101415
2025-03-22,ZCFUSD,466.65
2025-03-22,ZSFUSD,1015.05
2025-03-22,ZWFUSD,565.4
2025-03-23,AUDCAD,0.8997779
2025-03-23,AUDCHF,0.5532854
2025-03-23,AUDCNH,4.55149
2025-03-23,AUDDKK,4.3252843
2025-03-23,AUDHUF,230.71486
2025-03-23,AUDJPY,93.64368
2025-03-23,AUDNOK,6.6142147
2025-03-23,AUDNZD,1.0929989
2025-03-23,AUDPLN,2.4319161
2025-03-23,AUDSEK,6.3614499
2025-03-23,AUDSGD,0.8382721
2025-03-23,AUDUSD,0.62713
2025-03-23,AUDZAR,11.4301341
2025-03-23,BWPUSD,0.0733
2025-03-23,CADCHF,0.6149133
2025-03-23,CADJPY,104.07421
2025-03-23,CADMXN,14.1024426
2025-03-23,CADSGD,0.9316434
2025-03-23,CADZAR,12.7032838
2025-03-23,CCFUSD,7870.45
2025-03-23,CHFDKK,7.8174554
2025-03-23,CHFHUF,416.99065
2025-03-23,CHFJPY,169.25021
2025-03-23,CHFNOK,11.9544347
2025-03-23,CHFPLN,4.3954095
2025-03-23,CHFSEK,11.4975914
2025-03-23,CHFSGD,1.5150808
2025-03-23,CHFZAR,20.6586568
2025-03-23,CNHJPY,20.57429
2025-03-23,EURAUD,1.7247939
2025-03-23,EURCAD,1.5519314
2025-03-23,EURCHF,0.9543034
2025-03-23,EURCNH,7.8503823
2025-03-23,EURCZK,24.996312
2025-03-23,EURDKK,7.4602239
2025-03-23,EURGBP,0.8371832
2025-03-23,EURHKD,8.4082698
2025-03-23,EURHUF,397.93558
2025-03-23,EURILS,4.0102915
2025-03-23,EURJPY,161.51605
2025-03-23,EURMXN,21.886024
2025-03-23,EURNOK,11.4081572
2025-03-23,EURNZD,1.8851979
2025-03-23,EURPLN,4.194554
2025-03-23,EURRUB,90.8656938
2025-03-23,EURSEK,10.9721901
2025-03-23,EURSGD,1.4458467
2025-03-23,EURTRY,40.8765797
2025-03-23,EURUSD,1.08167
2025-03-23,EURZAR,19.7146256
2025-03-23,FAUUSD,3023.475
2025-03-23,GAGUSD,1.06195
2025-03-23,GAUCNH,705.4943
2025-03-23,GAUUSD,97.1906
2025-03-23,GBPAUD,2.0602347
2025-03-23,GBPCAD,1.8537537
2025-03-23,GBPCHF,1.1398979
2025-03-23,GBPCNH,9.3771378
2025-03-23,GBPCZK,29.8576368
2025-03-23,GBPDKK,8.9111008
2025-03-23,GBPHKD,10.0435242
2025-03-23,GBPHUF,475.32676
2025-03-23,GBPJPY,192.92796
2025-03-23,GBPMXN,26.1424548
2025-03-23,GBPNOK,13.6268347
2025-03-23,GBPNZD,2.2518344
2025-03-23,GBPPLN,5.0103179
2025-03-23,GBPSEK,13.10608
2025-03-23,GBPSGD,1.7270373
2025-03-23,GBPTRY,48.8263257
2025-03-23,GBPUSD,1.292035
2025-03-23,GBPZAR,23.5487591
2025-03-23,HKDCNH,0.9336501
2025-03-23,HKDJPY,19.20919
2025-03-23,HKDZAR,2.3446709
2025-03-23,INRJPY,1.7301266
2025-03-23,KCFUSD,386.33
2025-03-23,LAUHKD,28562.341
2025-03-23,MXNJPY,7.3798715
2025-03-23,NOKJPY,14.15794
2025-03-23,NOKSEK,0.9617846
2025-03-23,NZDCAD,0.8232194
2025-03-23,NZDCHF,0.5062086
2025-03-23,NZDCNH,4.1642218
2025-03-23,NZDHUF,211.08425
2025-03-23,NZDJPY,85.67591
2025-03-23,NZDSEK,5.8201794
2025-03-23,NZDSGD,0.7669469
2025-03-23,NZDUSD,0.57377
2025-03-23,NZDZAR,10.4575894
2025-03-23,PLNJPY,38.50613
2025-03-23,SEKJPY,14.72049
2025-03-23,SGDJPY,111.71036
2025-03-23,TRYJPY,3.95131
2025-03-23,UKOUSD,71.7
2025-03-23,USDBRL,5.75113
2025-03-23,USDCAD,1.434755
2025-03-23,USDCHF,0.88225
2025-03-23,USDCLP,932.145
2025-03-23,USDCNH,7.25765
2025-03-23,USDCOP,4165.37
2025-03-23,USDCZK,23.109
2025-03-23,USDDKK,6.89695
2025-03-23,USDGHS,15.5895
2025-03-23,USDHKD,7.773415
2025-03-23,USDHUF,367.89
2025-03-23,USDIDR,16542.15
2025-03-23,USDILS,3.7075
2025-03-23,USDINR,86.3064
2025-03-23,USDJPY,149.321
2025-03-23,USDKES,129.35
2025-03-23,USDKRW,1461.22
2025-03-23,USDMXN,20.23355
2025-03-23,USDMYR,4.40625
2025-03-23,USDNOK,10.5468
2025-03-23,USDPHP,57.465
2025-03-23,USDPLN,3.87785
2025-03-23,USDRON,4.60053
2025-03-23,USDRUB,84.005005
2025-03-23,USDSAR,3.75131
2025-03-23,USDSEK,10.14375
2025-03-23,USDSGD,1.33668
2025-03-23,USDTHB,33.903
2025-03-23,USDTRY,37.79025
2025-03-23,USDTWD,32.93
2025-03-23,USDUGX,3665.0
2025-03-23,USDZAR,18.2261
2025-03-23,USDZMW,28.85
2025-03-23,USOUSD,68.231
2025-03-23,USTUSD,0.999895
2025-03-23,XAGEUR,30.538427
2025-03-23,XAGSGD,44.1539
2025-03-23,XAGUSD,33.0325
2025-03-23,XALUSD,2627.2
2025-03-23,XAUAUD,4821.1296
2025-03-23,XAUCNH,21943.3233
2025-03-23,XAUEUR,2795.19169
2025-03-23,XAUGBP,2340.0875
2025-03-23,XAUHKD,23502.726
2025-03-23,XAUJPY,451468.3105
2025-03-23,XAUSGD,4041.4186
2025-03-23,XAUTHB,102504.8729
2025-03-23,XAUTRY,114257.87612
2025-03-23,XAUUSD,3023.475
2025-03-23,XCUUSD,9857.775
2025-03-23,XNGUSD,4.0075
2025-03-23,XNIUSD,16214.125
2025-03-23,XPBUSD,2028.95
2025-03-23,XPDUSD,959.9
2025-03-23,XPTUSD,982.7
2025-03-23,XZNUSD,2929.325
2025-03-23,ZARJPY,8.1927
2025-03-23,ZARMXN,1.1101415
2025-03-23,ZCFUSD,466.65
2025-03-23,ZSFUSD,1015.05
2025-03-23,ZWFUSD,565.4
2025-03-24,AUDCAD,0.9000567
2025-03-24,AUDCHF,0.5551894
2025-03-24,AUDCNH,4.5660414
2025-03-24,AUDDKK,4.3413258
2025-03-24,AUDHUF,232.12296
2025-03-24,AUDJPY,94.72098
2025-03-24,AUDNOK,6.6131522
2025-03-24,AUDNZD,1.0972157
2025-03-24,AUDPLN,2.4300708
2025-03-24,AUDSEK,6.3465884
2025-03-24,AUDSGD,0.8412474
2025-03-24,AUDUSD,0.62854
2025-03-24,AUDZAR,11.4712604
2025-03-24,BWPUSD,0.0735
2025-03-24,CADCHF,0.6168382
2025-03-24,CADJPY,105.2389
2025-03-24,CADMXN,13.9915362
2025-03-24,CADSGD,0.9346604
2025-03-24,CADZAR,12.7450418
2025-03-24,CCFUSD,8081.55
2025-03-24,CHFDKK,7.8195404
2025-03-24,CHFHUF,418.09691
2025-03-24,CHFJPY,170.61021
2025-03-24,CHFNOK,11.911525
2025-03-24,CHFPLN,4.3770123
2025-03-24,CHFSEK,11.4313936
2025-03-24,CHFSGD,1.515244
2025-03-24,CHFZAR,20.6618872
2025-03-24,CNHJPY,20.74466
2025-03-24,EURAUD,1.7184427
2025-03-24,EURCAD,1.5466959
2025-03-24,EURCHF,0.9540612
